"関連分野","区分","順位","会議名","URL","所管","対象分野","直近開催日","備考"
"新技術立国・競争力強化","官邸・政府横断","4","総合科学技術・イノベーション会議 評価専門調査会","https://www8.cao.go.jp/cstp/tyousakai/hyouka/r03main.html","内閣府（CSTI）","研究開発評価・国家プロジェクト評価","2026年2月9日（第158回）","国家研究開発投資の評価側"
"新技術立国・競争力強化","官邸・政府横断","5","戦略的イノベーション創造プログラム（SIP）第3期制度中間評価WG","https://www8.cao.go.jp/cstp/kaisaiannai/2026/20260202sip3_wg.html","内閣府（CSTI）","SIP第3期・制度評価・社会実装","2026年2月2日（第2回）","国家横断のイノベーション実装制度の評価WG"
"新技術立国・競争力強化","官邸・政府横断","6","知的財産戦略本部 構想委員会","https://www.cas.go.jp/jp/seisakukaigi/titeki2/tyousakai/kousou/2026/dai2/index.html","内閣官房","知財戦略・イノベーション創出・知財推進計画","2026年2月27日（第2回）","知財・規制・競争力強化を接続する上位会議"
"新技術立国・競争力強化","省庁","1","産業構造審議会 経済産業政策新機軸部会","https://www.meti.go.jp/shingikai/sankoshin/shin_kijiku/index.html","経済産業省","新技術立国・競争力強化・産業構造転換","2026年3月5日（第30回）","この横断分野の中核会議"
"新技術立国・競争力強化","省庁","","第30回 産業構造審議会 経済産業政策新機軸部会","https://www.meti.go.jp/shingikai/sankoshin/shin_kijiku/030.html","経済産業省","新技術立国・競争力強化・グローバル競争力","2026年3月5日（第30回）","事務局説明資料で横断分野の位置づけを整理"
"新技術立国・競争力強化","省庁","7","内外一体のグローバル産業戦略に関する有識者会議","https://www.meti.go.jp/shingikai/economy/global_industrial_strategy/index.html","経済産業省","グローバル競争力・産業戦略・新市場開拓","2026年2月頃（第3回資料確認）","新機軸部会の参考会議として位置づく"
"新技術立国・競争力強化","省庁","8","デジタル社会推進会議","https://www.digital.go.jp/councils/social-promotion","デジタル庁","デジタル基盤・競争力強化・社会実装","2025年6月13日（第6回）","横断的なデジタル実装会議"
"新技術立国・競争力強化","省庁","8","デジタル社会推進会議幹事会","https://www.digital.go.jp/councils/social-promotion-executive","デジタル庁","各府省DX・デジタル基盤実装","2026年3月31日（第21回）","新技術の政府横断実装に接続"
"新技術立国・競争力強化","関連施策・系譜","","第30回新機軸部会 事務局説明資料","https://www.meti.go.jp/shingikai/sankoshin/shin_kijiku/pdf/030_01_00.pdf","経済産業省","新技術立国・競争力強化の総論","2026年2月4日公表資料","新機軸部会での論点整理資料"
"新技術立国・競争力強化","関連施策・系譜","","第7期「科学技術・イノベーション基本計画」答申案","https://www8.cao.go.jp/cstp/tyousakai/kihon7/13kai/giji.pdf","内閣府（CSTI）","研究力・重要技術・イノベーション政策の上位方針","2026年3月16日了承","会議体ではなく基本計画の答申案"
"人材育成","官邸・政府横断","","日本成長戦略会議","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/index.html","官邸","成長戦略全般・17戦略分野・8横断分野","2026年3月10日（第3回）","「人材育成」は8横断分野の一つ"
"人材育成","官邸・政府横断","1","日本成長戦略会議・人材育成分科会（兼 人材育成システム改革推進タスクフォース）","https://www.mext.go.jp/b_menu/activity/detail/2026/20260324_2.html","文部科学省","高校・大学・大学院・産業人材・科学技術人材育成","2026年3月24日（第3回分科会／第5回TF）","人材育成横断分野の中核会議"
"人材育成","官邸・政府横断","5","教育未来創造会議","https://www.cas.go.jp/jp/seisaku/kyouikumirai","内閣官房","高等教育改革・留学促進・成長分野人材育成","直近開催日は今回個別確認未了","工程表改訂を継続公表する上位会議"
"人材育成","官邸・政府横断","","教育未来創造会議WG","https://www.cas.go.jp/jp/seisaku/kyouikumirai/sozo_mirai_wg/index.html","内閣官房","高等教育改革・人材育成・留学促進","直近開催日は今回個別確認未了","教育未来創造会議の下部WG"
"人材育成","官邸・政府横断","1","日本成長戦略会議・人材育成分科会 配布資料","https://www.mext.go.jp/b_menu/shingi/chousa/sonota/005/index.htm","文部科学省","人材育成分科会・制度設計","2026年4月9日（第4回）","参考資料に今後の予定案あり"
"人材育成","省庁","3","中央教育審議会 大学分科会","https://www.mext.go.jp/b_menu/shingi/chukyo/chukyo4/giji_list/index.htm","文部科学省","大学改革・質保証・高等教育制度","2025年11月13日（第186回）","高等教育制度の本体会議"
"人材育成","省庁","3","中央教育審議会 高等教育の在り方に関する特別部会","https://www.mext.go.jp/b_menu/shingi/chukyo/chukyo4/053/index.html","文部科学省","少子化下の高等教育再構築・大学再編・質保証","2025年1月28日（第15回）","大学分科会の下の特別部会"
"人材育成","省庁","4","科学技術・学術審議会 大学研究力強化部会","https://www.mext.go.jp/b_menu/shingi/gijyutu/gijyutu35/index.html","文部科学省","研究大学・科学技術人材・研究力強化","2026年3月18日（第6回）","大学研究力強化委員会から改組"
"人材育成","省庁","","科学技術・学術審議会 大学研究力強化委員会（～第12期）","https://www.mext.go.jp/b_menu/shingi/gijyutu/gijyutu32/index.html","文部科学省","研究大学・研究人材・研究環境","2025年2月4日（第17回）","大学研究力強化部会の前身"
"人材育成","省庁","","中央教育審議会 初等中等教育分科会 教育課程部会 総則・評価特別部会","https://www.mext.go.jp/b_menu/shingi/chukyo/chukyo3/103/index.html","文部科学省","初等中等教育・学習評価・教育課程改革・資質能力育成","2026年3月30日（第7回）","学校段階の人材育成基盤を扱う"
"人材育成","省庁","2","労働政策審議会 人材開発分科会（旧職業能力開発分科会）","https://www.mhlw.go.jp/stf/shingi/shingi-rousei_126986.html","厚生労働省","職業能力開発・人材育成・リスキリング・若年雇用","2026年3月27日（第58回）","職業能力開発基本計画等を審議"
"人材育成","省庁","","中央職業能力開発促進協議会（旧中央訓練協議会）","https://www.mhlw.go.jp/stf/shingi/other-syokunou_128998.html","厚生労働省","全国職業訓練実施計画・地域協議・人材ニーズ把握","2026年1月29日（令和7年度第2回）","地域職業能力開発促進協議会の上位協議体"
"人材育成","省庁","","労働政策審議会 人材開発分科会監理団体審査部会","https://www.mhlw.go.jp/stf/shingi/shingi-rousei_474670.html","厚生労働省","技能実習・監理団体審査","2026年2月19日（第74回）","人材育成分野の周辺会議"
"人材育成","省庁","","労働政策審議会 職業安定分科会雇用保険部会","https://www.mhlw.go.jp/stf/shingi/shingi-rousei_126980_00007.html","厚生労働省","教育訓練給付制度・雇用保険・リスキリング支援","2024年8月27日（第197回）","教育訓練給付制度の制度面に接続"
"人材育成","官邸・政府横断","","基本計画専門調査会","https://www8.cao.go.jp/cstp/tyousakai/kihon7/index.html","内閣府（CSTI）","科学技術・イノベーション基本計画・科学技術人材","2026年3月16日（第13回）","科学技術人材育成の上位会議"
"人材育成","省庁","6","デジタル社会構想会議","https://www.digital.go.jp/councils/social-concept","デジタル庁","デジタル社会の中長期構想・デジタル人材","2026年1月9日（第11回）","デジタル人材育成の上位構想会議"
"人材育成","省庁","6","デジタル・サイバーセキュリティWG","https://www.digital.go.jp/councils/digital-cybersecurity/b37edb39-2a1c-4a1f-8c5e-431fcc299cd5","デジタル庁・経済産業省","デジタル人材・AI/セキュリティ人材・組織改革","2026年3月6日（第1回）","デジタル人材230万人目標後も見据えた議論"
"人材育成","関連施策・系譜","","産業人材育成政策について","https://www.mext.go.jp/content/20260130-mxt_daigakuc01-000046995_13.pdf","文部科学省","産業人材育成・博士人材・リカレント教育・大学改革","2026年1月30日資料","会議体ではないが人材育成分科会の議論資料として重要"
"人材育成","関連施策・系譜","","教育未来創造会議 第一次提言 工程表（令和8年3月改訂）","https://www.cas.go.jp/jp/seisaku/kyouikumirai/pdf/gaiyou01.pdf","内閣官房","成長分野をけん引する大学・高専の機能強化・理系人材育成","2026年3月改訂","会議体ではないが高等教育人材育成の中核文書"
"人材育成","関連施策・系譜","","教育未来創造会議 第二次提言 工程表（令和8年3月改訂）","https://www.cas.go.jp/jp/seisaku/kyouikumirai/pdf/gaiyou02.pdf","内閣官房","留学促進・国際人材育成・J-MIRAI","2026年3月改訂","会議体ではないが国際人材育成の中核文書"
"人材育成","関連施策・系譜","","Society 5.0時代のデジタル人材育成に関する検討会 報告書","https://www.meti.go.jp/policy/it_policy/jinzai/dxjinzaireport_202505.pdf","経済産業省","デジタル人材育成・リスキリング・DX人材","2025年5月公表","現行のデジタル人材政策の系譜資料"
"人材育成","関連施策・系譜","","デジタル人材の育成・確保","https://www.digital.go.jp/policies/digital_human_resources","デジタル庁","デジタル人材政策全般","2026年3月3日更新","会議体ではないが政策の入口ページ"
"スタートアップ","官邸・政府横断","","日本成長戦略会議","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/index.html","官邸","成長戦略全般・17戦略分野・8横断分野","2026年3月10日（第3回）","「スタートアップ」は8横断分野の一つ"
"スタートアップ","官邸・政府横断","1","スタートアップ政策推進分科会","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/startup/index.html","内閣官房","スタートアップ政策全般・スケールアップ・ディープテック・地域創出育成","2026年3月16日（第2回）","官邸トップで第2回開催を確認。個別一覧ページは第1回中心"
"スタートアップ","官邸・政府横断","","第1回スタートアップ政策推進分科会","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/startup/dai1/index.html","内閣官房","スタートアップ政策全般","2026年2月4日（第1回）","設置後初回会合"
"スタートアップ","官邸・政府横断","","第2回スタートアップ政策推進分科会","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/startup/dai2/gijishidai.html","内閣官房","ディープテック・地域スタートアップ・スケールアップ","2026年3月16日（第2回）","議事次第ページあり"
"スタートアップ","官邸・政府横断","2","新しい資本主義実現会議","https://www.cas.go.jp/jp/seisaku/atarashii_sihonsyugi/","内閣官房","新しい資本主義全般・スタートアップ育成5か年計画の上位会議","2025年10月3日（第37回）","スタートアップ育成5か年計画の政策源流"
"スタートアップ","官邸・政府横断","2","新しい資本主義実現会議（第13回）","https://www.cas.go.jp/jp/seisaku/atarashii_sihonsyugi/kaigi/dai13/gijisidai.html","内閣官房","スタートアップ育成5か年計画","2022年11月28日（第13回）","「スタートアップ育成5か年計画」を取りまとめた回"
"スタートアップ","官邸・政府横断","3","グローバル・スタートアップ・キャンパス構想に関する有識者会議","https://www.cas.go.jp/jp/seisaku/campus/index.html","内閣官房","ディープテック・大学発スタートアップ・国際連携・インキュベーション","2025年11月7日（第9回）","直近確認可能回"
"スタートアップ","官邸・政府横断","4","基本計画専門調査会","https://www8.cao.go.jp/cstp/tyousakai/kihon7/index.html","内閣府（CSTI）","科学技術・イノベーション基本計画・スタートアップ創出成長","2026年3月16日（第13回）","第7期基本計画の上位会議"
"スタートアップ","官邸・政府横断","5","重要技術領域検討WG","https://www8.cao.go.jp/cstp/tyousakai/kihon7/wg/index.html","内閣府（CSTI）","重要技術領域・スタートアップ支援・ディープテック","2025年11月26日（第7回）","重要技術とスタートアップ支援の接点"
"スタートアップ","官邸・政府横断","7","総合科学技術・イノベーション会議 評価専門調査会","https://www8.cao.go.jp/cstp/tyousakai/hyouka/r03main.html","内閣府（CSTI）","国家研究開発評価・社会実装・研究投資","2026年2月9日（第158回）","国家研究開発投資の評価側"
"スタートアップ","官邸・政府横断","7","戦略的イノベーション創造プログラム（SIP）第3期制度中間評価WG","https://www8.cao.go.jp/cstp/kaisaiannai/2026/20260202sip3_wg.html","内閣府（CSTI）","SIP第3期・制度評価・社会実装","2026年2月2日（第2回）","国家横断のイノベーション実装制度の評価WG"
"スタートアップ","官邸・政府横断","6","知的財産戦略本部 構想委員会","https://www.cas.go.jp/jp/seisakukaigi/titeki2/tyousakai/kousou/2026/dai2/index.html","内閣官房","知財戦略・イノベーション創出・競争力強化","2026年2月27日（第2回）","スタートアップの知財・競争力強化に接続"
"スタートアップ","省庁","","デジタル社会構想会議","https://www.digital.go.jp/councils/social-concept","デジタル庁","デジタル社会の中長期構想・デジタルスタートアップ環境","2025年12月4日（第11回）","デジタル基盤面の上位会議"
"スタートアップ","省庁","","デジタル社会推進会議","https://www.digital.go.jp/councils/social-promotion","デジタル庁","デジタル社会形成全般・スタートアップの事業環境整備","2025年6月13日（第6回）","政府横断のデジタル実装会議"
"スタートアップ","省庁","","デジタル社会推進会議幹事会","https://www.digital.go.jp/councils/social-promotion-executive","デジタル庁","各府省DX推進・デジタル基盤実装","2026年3月31日（第21回）","スタートアップの事業環境整備に接続"
"スタートアップ","省庁","","スタートアップ支援策（政策ページ）","https://www.meti.go.jp/policy/newbusiness/startup/index.html","経済産業省","スタートアップ政策全般・スケールアップ・官民連携・公共調達","2026年3月10日更新","会議体ではないが経産省スタートアップ政策の入口ページ"
"スタートアップ","省庁","","内外一体のグローバル産業戦略に関する有識者会議","https://www.meti.go.jp/shingikai/economy/global_industrial_strategy/index.html","経済産業省","グローバル競争力・海外展開・スタートアップ国際展開","2026年2月頃（第3回資料確認）","スタートアップのグローバル展開に接続"
"スタートアップ","関連施策・系譜","","スタートアップ育成5か年計画","https://www.cas.go.jp/jp/seisaku/atarashii_sihonsyugi/kaigi/dai13/shiryou1.pdf","内閣官房","スタートアップ政策全般","2022年11月28日取りまとめ","会議体ではないが現行政策の基礎文書"
"スタートアップ","関連施策・系譜","","スタートアップ育成5か年計画ロードマップ","https://www.cas.go.jp/jp/seisaku/atarashii_sihonsyugi/kaigi/dai13/shiryou2.pdf","内閣官房","スタートアップ育成政策の実行計画","2022年11月28日取りまとめ","会議体ではないが実行ロードマップ"
"スタートアップ","関連施策・系譜","","Global Startup EXPO","https://www.meti.go.jp/press/2025/02/20260203003/20260203003.html","経済産業省","ディープテック・国際発信・海外資金呼び込み","2026年2月3日公表","会議体ではなく政策イベント"
"スタートアップ","関連施策・系譜","","スタートアップの力で社会課題解決と経済成長を加速する","https://www.meti.go.jp/policy/newbusiness/kaisetsushiryou_202603.pdf","経済産業省","スタートアップ施策全般・官民連携・公共調達・J-StarX・Japan Innovation Campus","2026年3月12日公表","政策の全体整理資料"
"スタートアップ","関連施策・系譜","","第7期科学技術・イノベーション基本計画関連資料","https://www.mext.go.jp/content/20260407-ope_dev02-000044426_1.pdf","文部科学省","大学発スタートアップ創出・成長支援・人材育成","2026年4月7日公表","会議体ではないが大学発スタートアップ政策の直近資料"
"スタートアップ","関連施策・系譜","","科学の再興に向けて 提言","https://www.mext.go.jp/content/20251224-mxt_kibanken01-000046507_2.pdf","文部科学省","大学発スタートアップ・オープンイノベーション・大学改革","2025年12月25日公表","会議体ではないが研究大学・大学発スタートアップ政策の基礎資料"
"金融","官邸・政府横断","","日本成長戦略会議","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/index.html","官邸","成長戦略全般・17戦略分野・8横断分野","2026年3月10日（第3回）","「金融」は8横断分野の一つ"
"金融","官邸・政府横断","1","新戦略策定のための資産運用立国推進分科会","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/kinyu/index.html","内閣官房・金融庁","資産運用立国・アセットオーナー・企業年金・個人年金・成長資金供給","2026年4月2日（第3回）","金融横断分野の中核会議"
"金融","官邸・政府横断","1","新戦略策定のための資産運用立国推進分科会（第1回）","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/kinyu/index.html","内閣官房・金融庁","資産運用立国","2026年1月15日（第1回）","開催状況一覧に掲載"
"金融","官邸・政府横断","1","新戦略策定のための資産運用立国推進分科会（第2回）","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/kinyu/index.html","内閣官房・金融庁","資産運用立国","2026年3月2日（第2回）","開催状況一覧に掲載"
"金融","官邸・政府横断","1","新戦略策定のための資産運用立国推進分科会（第3回）","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/kinyu/dai3/gijishidai.html","内閣官房・金融庁","アセットオーナーの機能向上・企業年金改革・個人年金改革","2026年4月2日（第3回）","個別開催ページで確認"
"金融","官邸・政府横断","","新しい資本主義実現会議","https://www.cas.go.jp/jp/seisaku/atarashii_sihonsyugi/","内閣官房","新しい資本主義全般・資産所得倍増プラン・資産運用立国実現プラン","2025年10月3日（第37回）","資産所得倍増プラン・資産運用立国実現プランの上位会議"
"金融","省庁","2","金融審議会総会・金融分科会合同会合","https://www.fsa.go.jp/singi/singi_kinyu/soukai/gijiroku/20260203.html","金融庁","金融制度全般・各WG報告の集約","2026年2月3日（第56回総会・第44回金融分科会）","金融庁側の上位会議"
"金融","省庁","5","金融審議会 地域金融力の強化に関するWG","https://www.fsa.go.jp/singi/singi_kinyu/chiikikinyuryoku_wg/chiikikinyuryoku_wg.html","金融庁","地域金融・事業再生・事業承継・経営人材支援・地域活性化","2025年12月4日（第4回）","2026年2月3日合同会合で報告"
"金融","省庁","8","金融審議会 暗号資産制度に関するWG","https://www.fsa.go.jp/singi/singi_kinyu/base.html","金融庁","暗号資産制度・投資家保護・市場整備・サイバー対策","2025年12月10日（報告書公表）","2026年2月3日合同会合で報告"
"金融","省庁","6","金融審議会 市場制度WG","https://www.fsa.go.jp/singi/singi_kinyu/base.html","金融庁","不公正取引規制・インサイダー取引規制・市場制度","2025年12月26日（報告公表）","2026年2月3日合同会合で報告"
"金融","省庁","4","金融審議会 サステナビリティ情報の開示と保証のあり方に関するWG","https://www.fsa.go.jp/singi/singi_kinyu/sustainability_disclose_wg/sustainability_disclose_wg_index.html","金融庁","SSBJ基準・サステナビリティ開示・第三者保証","2025年10月30日（第9回）/2026年1月8日（報告書公表）","開催実績一覧あり"
"金融","省庁","","金融審議会 企業情報の開示のあり方に関するWG","https://www.fsa.go.jp/singi/singi_kinyu/soukai/siryou/20260203/5-1.pdf","金融庁","企業開示制度・有報開示・投資家対話","2026年2月3日合同会合で報告","個別ページの直近開催日は今回特定未了"
"金融","省庁","6","金融審議会 ディスクロージャーWG","https://www.fsa.go.jp/news/r7/shouken/20260220/01.pdf","金融庁","企業内容等の開示・人的資本開示・有報記載事項整理","2026年春頃から議論開始予定","まだ再開前の予定段階"
"金融","省庁","3","コーポレートガバナンス・コードの改訂に関する有識者会議","https://www.fsa.go.jp/singi/revision_corporategovernance/index.html","金融庁","コーポレートガバナンス改革・企業価値向上・成長投資","2026年4月3日（令和7年度第3回）","資産運用立国と企業価値向上に直結"
"金融","省庁","7","トランジション・ファイナンス環境整備検討会","https://www.fsa.go.jp/singi/transition_finance/","金融庁・経済産業省・環境省","トランジション・ファイナンス・GX金融・移行計画","2026年2月27日（第13回）","サステナブル金融の実務会議"
"金融","省庁","","デジタル社会推進会議","https://www.digital.go.jp/councils/social-promotion","デジタル庁","デジタル基盤・金融サービス実装基盤・行政DX","2025年6月13日（第6回）","金融分野のデジタル実装に接続"
"金融","省庁","","デジタル社会推進会議幹事会","https://www.digital.go.jp/councils/social-promotion-executive","デジタル庁","各府省DX・基盤実装","2026年3月31日（第21回）","金融行政の実装基盤に接続"
"金融","関連施策・系譜","","資産所得倍増プラン","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/kinyu/index.html","新しい資本主義実現会議決定","家計の資産形成・貯蓄から投資へ","2022年11月28日決定","会議体ではないが金融横断分野の起点"
"金融","関連施策・系譜","","資産運用立国実現プラン","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/kinyu/index.html","資産運用立国分科会取りまとめ/新しい資本主義実現会議報告","資産運用業改革・アセットオーナー改革・成長資金供給","2024年2月27日報告","会議体ではないが現行政策の基礎文書"
"金融","関連施策・系譜","","資産運用立国の将来像","https://www.fsa.go.jp/common/conference/danwa/20260121.pdf","金融庁","資産運用立国・企業価値向上・家計資産形成","2026年1月21日講演資料","会議体ではないが政策全体像の整理資料"
"金融","関連施策・系譜","","成長戦略・資産運用立国におけるスタートアップ投資の位置づけ","https://www.fsa.go.jp/news/r7/sonota/20260209/01.pdf","金融庁","資産運用立国・スタートアップ投資・EMP・VCエコシステム","2026年2月9日公表","会議体ではないが金融とスタートアップの接点資料"
"金融","関連施策・系譜","","アセットオーナー/ゲートキーパー・ベンチャーキャピタル ミートアップ","https://www.fsa.go.jp/access/r7/270/270_02.pdf","金融庁・経済産業省・JVCA","スタートアップ投資・VC・アセットオーナー改革","2026年2月6日","会議体というより政策イベント"
"金融","関連施策・系譜","","Japan Weeks 2025（資産運用フォーラム年次会合等）","https://www.fsa.go.jp/internationalfinancialcenter/lp/japanweeks2025/","金融庁","国際金融センター・資産運用・金融市場の国際発信","2025年10月21日（資産運用フォーラム年次会合）","会議体というより政策イベント群"
"金融","関連施策・系譜","","Japan Fintech Week 2026","https://www.fsa.go.jp/common/ronten/202601/01.pdf","金融庁","フィンテック・決済・ブロックチェーン・地域金融・サステナビリティ","2026年2月24日～3月6日","会議体というより政策イベント群"
"金融","関連施策・系譜","","インパクトコンソーシアム勉強会","https://www.fsa.go.jp/common/ronten/202601/04.pdf","金融庁関係","インパクトファイナンス・地域金融・機関投資家","2026年2月2日（第2回勉強会予定）","会議体というより実務コミュニティ"
"労働市場改革","官邸・政府横断","","日本成長戦略会議","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/index.html","官邸","成長戦略全般・17戦略分野・8横断分野","2026年3月10日（第3回）","「労働市場改革」は8横断分野の一つ"
"労働市場改革","官邸・政府横断","1","労働市場改革分科会","https://www.mhlw.go.jp/stf/newpage_69660.html","厚生労働省","労働市場改革全般・労働移動・賃金・雇用慣行見直し","2026年4月3日（第2回）","横断分野の中核会議"
"労働市場改革","官邸・政府横断","","第1回労働市場改革分科会","https://www.mhlw.go.jp/stf/newpage_70698.html","厚生労働省","労働市場改革全般","2026年3月11日（第1回）","開催案内ページ"
"労働市場改革","官邸・政府横断","","第2回労働市場改革分科会","https://www.mhlw.go.jp/stf/newpage_71964.html","厚生労働省","労働市場改革全般","2026年4月3日（第2回）","開催案内ページ"
"労働市場改革","官邸・政府横断","","新しい資本主義実現会議","https://www.cas.go.jp/jp/seisaku/atarashii_sihonsyugi/","内閣官房","新しい資本主義全般・三位一体の労働市場改革","2025年10月3日（第37回）","「三位一体の労働市場改革の指針」の上位会議"
"労働市場改革","官邸・政府横断","","三位一体の労働市場改革の指針","https://www.cas.go.jp/jp/seisaku/atarashii_sihonsyugi/kaigi/dai18/shiryou1.pdf","新しい資本主義実現会議","リスキリング・職務給・成長分野への労働移動","2023年5月16日決定","会議体ではないが現行政策の起点文書"
"労働市場改革","省庁","","労働政策審議会","https://www.mhlw.go.jp/stf/shingi/shingi-rousei_126897.html","厚生労働省","労働政策全般・各分科会の上位審議","2025年10月3日（第56回）","厚労省労働政策全体の上位審議会"
"労働市場改革","省庁","2","労働政策審議会 人材開発分科会","https://www.mhlw.go.jp/stf/shingi/shingi-rousei_126986.html","厚生労働省","職業能力開発・リスキリング・若年人材育成","2026年3月27日（第58回）","労働市場改革の人材開発面の中核会議"
"労働市場改革","省庁","","中央職業能力開発促進協議会","https://www.mhlw.go.jp/stf/shingi/other-syokunou_128998.html","厚生労働省","全国職業訓練実施計画・地域訓練・人材ニーズ把握","2026年1月29日（令和7年度第2回）","人材開発分科会と接続する上位協議体"
"労働市場改革","省庁","3","労働政策審議会 職業安定分科会","https://www.mhlw.go.jp/stf/shingi/shingi-rousei_126979.html","厚生労働省","職業紹介・雇用対策・労働移動・雇用安定","2026年3月27日（第223回）","雇用・職業紹介制度の中核会議"
"労働市場改革","省庁","","労働政策審議会 職業安定分科会 雇用対策基本問題部会","https://www.mhlw.go.jp/stf/newpage_71084.html","厚生労働省","雇用対策・マッチング・労働移動・地域雇用","2026年1月28日（第75回）","職業安定分科会の下部会議"
"労働市場改革","省庁","7","外国人雇用対策の在り方に関する検討会","https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/topics_150885.html","厚生労働省","外国人雇用・留学生就職支援・雇用管理改善","2026年3月19日（第13回）","労働供給制約への対応として重要"
"労働市場改革","省庁","4","労働政策審議会 労働条件分科会","https://www.mhlw.go.jp/stf/shingi/shingi-rousei_126969_00004.html","厚生労働省","労働条件・労働時間制度・働き方改革の総点検","2026年3月13日（第207回）","労働条件制度面の中核会議"
"労働市場改革","省庁","","労働政策審議会 労働条件分科会 労災保険部会","https://www.mhlw.go.jp/stf/shingi/shingi-rousei_126970.html","厚生労働省","労災保険制度・就業形態多様化への保障","2026年3月4日（第128回）","周辺制度だが労働市場改革に接続"
"労働市場改革","省庁","7","労働政策審議会 雇用環境・均等分科会","https://www.mhlw.go.jp/stf/shingi/shingi-rousei_126989.html","厚生労働省","ハラスメント対策・均等政策・求職者保護・多様な働き方","2026年1月20日（第89回）","雇用環境整備の中核会議"
"労働市場改革","省庁","5","労働政策審議会 職業安定分科会・雇用環境・均等分科会 同一労働同一賃金部会","https://www.mhlw.go.jp/stf/shingi/shingi-rousei_443697.html","厚生労働省","同一労働同一賃金・非正規処遇改善・派遣/有期雇用","2026年3月2日（第30回）","処遇改善の中核部会"
"労働市場改革","省庁","","労働政策審議会 勤労者生活分科会","https://www.mhlw.go.jp/stf/shingi/shingi-rousei_126976.html","厚生労働省","勤労者生活・仕事と生活の両立・財形・労働者協同組合","2026年3月26日（第35回）","生活面・周辺制度を扱う分科会"
"労働市場改革","省庁","7","労働政策審議会 安全衛生分科会","https://www.mhlw.go.jp/stf/shingi/shingi-rousei_126972.html","厚生労働省","労働安全衛生・熱中症・産業医・健康診断制度","2026年3月16日（第184回）","安全衛生面の中核会議"
"労働市場改革","省庁","6","中央最低賃金審議会","https://www.mhlw.go.jp/stf/shingi/shingi-tingin_127939.html","厚生労働省","最低賃金・地域間格差・賃上げの制度基盤","2026年2月27日（第72回）","賃金制度面の重要会議"
"労働市場改革","省庁","","労働政策審議会 雇用保険部会","https://www.mhlw.go.jp/stf/shingi/shingi-rousei_126980_00007.html","厚生労働省","教育訓練給付制度・雇用保険・リスキリング支援","2024年8月27日（第197回）","教育訓練給付制度の制度面に接続"
"労働市場改革","関連施策・系譜","","報道発表資料 2026年3月（労働市場改革分科会開催案内掲載）","https://www.mhlw.go.jp/stf/houdou/houdou_list_202603.html","厚生労働省","労働市場改革関連の開催周知","2026年3月31日更新","第1回分科会開催案内を掲載"
"労働市場改革","関連施策・系譜","","報道発表資料 2026年4月（第2回労働市場改革分科会開催案内掲載）","https://www.mhlw.go.jp/stf/houdou/houdou_list_202604.html","厚生労働省","労働市場改革関連の開催周知","2026年4月更新","第2回分科会開催案内を掲載"
"家事等の負担軽減","官邸・政府横断","","日本成長戦略会議","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/index.html","官邸","成長戦略全般・17戦略分野・8横断分野","2026年3月10日（第3回）","「家事等の負担軽減」は8横断分野の一つ"
"家事等の負担軽減","官邸・政府横断","1","家事等の負担軽減に資するサービスの利用促進に関する関係府省連絡会議","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/kaji/index.html","内閣官房","家事支援サービス・家事/育児/介護負担軽減","2026年2月27日（第2回）","この横断分野の中核会議"
"家事等の負担軽減","官邸・政府横断","1","家事等の負担軽減に資するサービスの利用促進に関する関係府省連絡会議（第1回）","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/kaji/dai1/gijishidai.html","内閣官房","家事支援サービス利用促進","2026年1月14日（第1回）","設置後初回会合"
"家事等の負担軽減","官邸・政府横断","","家事等の負担軽減に資するサービスの利用促進に関する関係府省連絡会議 設置根拠","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/kaji/kaji_konkyo.pdf","関係府省申合せ","関係府省連絡会議の開催根拠","2026年1月14日","設置根拠文書"
"家事等の負担軽減","官邸・政府横断","5","男女共同参画会議","https://www.gender.go.jp/kaigi/danjo_kaigi/list.html","内閣府男女共同参画局","男女共同参画全般・家事/育児/介護負担の偏在是正","2026年3月13日（第77回）","上位の男女共同参画会議"
"家事等の負担軽減","官邸・政府横断","","計画実行・監視専門調査会","https://www.gender.go.jp/kaigi/senmon/keikaku_kanshi/index.html","内閣府男女共同参画局","男女共同参画基本計画の進捗監視・家事/育児/介護負担の偏在是正","直近開催日は今回個別確認未了","第6次基本計画の監視主体"
